Unnamed: 0,Unnamed: 1,text,label,Unnamed: 4,new_label
07.txt,1,龙毅看着电视笑了一下：“做得像样。”副手说：“警队的人也给了你面子。”龙毅指了指屏幕角落里一个模糊的背影：“那不是面子，是账。” 大卫关了办公室门，窗外的风把百叶轻轻拨动。他把一叠名单压进抽屉，又把抽屉锁上。钥匙在他掌心里转了一圈，像一枚冷硬的小动物。有人敲门，是年轻警员——那个在码头遇见阿敏的。他把一张报告递上：“昨晚巡查记录。” 大卫看也没看，盖章，抬头：“下班早点回家，别在旧港乱逛。”,14,0.626373551,23.95178966004881
17.txt,3,空气像被拉平，静得能听见墙里电线的嗡。大卫看着她，忽然笑了一下，笑意没有进眼底：“你要的是个说法，还是一个对手？” “我要的是名字。”陈雪说。 大卫向前一步，路过她身侧时停了一瞬，像是在看她肩头那一小块被海水晒得微红的皮肤。他低声道：“名字是钥匙。你现在握住的，是把会伤到自己的钥匙。”他说完，径直走进去，把窗全开了，风把桌上的碎纸吹得到处飞。陈雪站在原地，忽然想起十一年前在警校里背诵的某条守则——当你看见一个人把窗大开，多半不是为了透气，是为了让你看不清他的手。她把那句默念了一遍，转身离开，口袋里的红点还亮着，像一枚很小的心跳。,33,0.630955599,24.534993554731706
02.txt,1,“别动那些人，”邻铺的老印尼妇人从帘子里探头，“他们的货不是给你这样的孩子碰的。” 阿敏抿住嘴，把收银台下的小抽屉关上。她知道“那些人”是谁——穿着白底绿纹外套的小伙，腰上别着半截链条，进门不看货，先看天花板的摄像头。她也知道他们卖的是什么——最近来买咳嗽糖浆的年轻人多了，眼睛亮得不像生病。 下午两点，一个留寸的男孩把背包拍在柜台上：“姐，有没有咳得厉害那种？”阿敏瞟一眼背包边的暗缝，摇头：“药房在街口。”男孩咧嘴笑：“我知道你这儿也有。”说着压低声音，“真的要的话，晚上十点去码头，找穿绿外套的，报我名字。”,25,0.658174998,24.103485450813857
13.txt,2,“你能。”阿敏说，“等我把这摊烂账挑开，我带你离开。”她说这话的时候，心里明白可能兑现不了，但她仍旧把每个字往外吐得缓慢，像把一块块石头放进河里，搭出一条能踩的路。雨细细地下起来，落在仓外的铁皮上，像有人在很远的地方敲一面鼓。她离开时回头看一眼，阿祥已经重新融进阴影，只剩折纸鹤封面的那点灰在她记忆里发光。,13,0.668623172,24.18389240075152
05.txt,7,瘸子拉开外套，露出里面用胶带贴紧的一张纸，上面密密麻麻写了十几个名字。陈雪的目光扫过，停在“百吉”上。她抬头，神情平静：“今晚就安排人。”,18,0.687061441,27.98191152589913
10.txt,2,“回去！”陈雪朝她吼。 但已经来不及了。劣质药效在不断上涌，有人开始互相攻击，有人朝天大笑，有人哭着往海里走。电闪了一下，海面像一面冷镜。 年轻警员顶着雨往前挤，抓住一个少年的胳膊，少年回头咬了他一口，牙印深深。警员一愣，松手时被另一个人推倒在地。他看见自己的手电在水里滚，光束乱跳，照亮了一个东西——一本湿透的账本，纸页粘在一起，封皮上两个字浮起又沉下：“百吉”。,39,0.700761902,25.460441435424748
13.txt,1,“这是货的流向。”他压着嗓子，“每一滴‘泪’从哪来，进哪去，谁点了头，写在里面。写的时候，我把名字拆成了数字，你要记住对应法。”他翻开一页，指着一行数字和符号，“比如‘百吉’是B-7、J-5，合起来是‘泪’的第五道分销，账尾会多一笔‘慈善捐助’——其实是返利。” 阿敏的手心在出汗。纸的纤维吸了汗，变得柔软。她把本子压进衣内口袋，那地方热得像刚烫过。她抬头看阿祥：“你为什么给我？”阿祥耸耸肩，笑得苦，“因为你还会谢谢人。”他顿了顿，“还有，因为我跑不出去了。” “你能。”阿敏说，“等我把这摊烂账挑开，我带你离开。”她说这话的时候，心里明白可能兑现不了，但她仍旧把每个字往外吐得缓慢，像把一块块石头放进河里，搭出一条能踩的路。雨细细地下起来，落在仓外的铁皮上，像有人在很远的地方敲一面鼓。她离开时回头看一眼，阿祥已经重新融进阴影，只剩折纸鹤封面的那点灰在她记忆里发光。,23,0.705309213,20.946578583347836
12.txt,1,大卫的目光只抬了一瞬，又落回杯沿：“这家店，帮过我母亲，账不该这么算。”龙毅看他：“你在跟我谈情分？”他又笑，笑纹浅浅地散在眼角，“我只算生意。风声紧的时候，先把小的丢出去，海流就会带走血腥。”他把杯子举起，酒慢慢绕着杯内壁转，“你我都知道，舆论要一口‘交代’，交代给他们一个小名字，事情就干净了。” 大卫没有碰杯，手里的钢笔停了。他想起母亲晚年吃的咳嗽药，想起回家路上翡翠街油炸摊的热气，想起那个总替人赊账的瘦女孩。那些画面在酒色里扭曲，像一个被按在水里的脸。他把酒杯轻轻放下：“动她们，不划算。”龙毅隔着杯沿看他，眼神像刚从冰水里捞出来：“划不划算，不是你说。”两人之间的空气一下冷了半度，像有人轻轻打开一扇看不见的小窗，海风从缝里探进来，带着一点潮和铁的味道。,40,0.718635915,24.87571672382848
07.txt,3,陈雪把第一批线索打包给上级。回信很快：“谨慎推进，避免惊动黑警系统。”她看着这十个字，心里升起一种无力。对讲里传来消息：“今晚有船靠‘翡翠泪’主仓，可能会有大客户。” “谁？” “龙家的人。”,23,0.729742283,30.481289224902667
06.txt,3,陈雪摇头：“别谢我。要谢就谢那些填了问卷的人。” 短暂的静默里，远处的海响像一只巨兽在睡觉翻身。阿敏忽然问：“那些人会停手吗？” “不会。”陈雪答，“除非有人让他们停。”,29,0.749639322,27.415042643776157
18.txt,1,“她走，我留。”阿敏说。 “为什么？” “因为你们需要一个人站在里面，看清他们往哪走。因为我有一张账要记。”她顿了顿，笑了笑，“也因为她总要有一个人等她回去。”,20,0.758452887,29.190358428146297
17.txt,2,“失踪？”大卫淡淡，“系统出错很常见。” “常见到每次都轮到你值班？”陈雪问。 空气像被拉平，静得能听见墙里电线的嗡。大卫看着她，忽然笑了一下，笑意没有进眼底：“你要的是个说法，还是一个对手？”,35,0.764825538,22.738265849713013
10.txt,6,雨还在下，像有人在天上哭。,0,0.774353521,28.22600896722458
08.txt,3,地下库房里，几个穿白大褂的人在调配新样，“翡翠泪”的瓶子排成整齐的一列，像一排小小的灯塔。一个年轻技师微微咳嗽，摘下口罩，鼻翼发红。领班皱眉，把他赶了出去。 楼上，灰衣人忽然笑道：“最近市里要搞一次‘禁毒宣传周’，你们最好也表个态。” “这当然。”龙毅点头，“我们捐一所学校的体育场。”,13,0.813539218,23.167617116771837
06.txt,4,“不会。”陈雪答，“除非有人让他们停。” “谁能让他们停？” 陈雪看着她，没有回答。,27,0.830250641,26.021789448718533
